configuration_id,arm,pool,objective_value,optimality_bound,optimality_ratio,computable
A3_l0.1_r0.5_k04,A3,deployed_n_union_k,4.065297344326973,4.109033651275039,0.9893560601689172,True
A3_l0.1_r0.5_k08,A3,deployed_n_union_k,4.331004416942596,4.368895787414219,0.9913270143497632,True
A3_l0.1_r0.5_k16,A3,deployed_n_union_k,4.531004416942596,4.586578506653515,0.9878833231284933,True
A3_l0.1_r1.0_k02,A3,deployed_n_union_k,3.8939201802015306,3.940072301572505,0.9882864785621942,True
A3_l0.1_r1.0_k04,A3,deployed_n_union_k,4.065297344326973,4.109033651275039,0.9893560601689172,True
A3_l0.1_r1.0_k08,A3,deployed_n_union_k,4.331004416942596,4.368895787414219,0.9913270143497632,True
A3_l0.1_r1.0_k16,A3,deployed_n_union_k,4.561241704970598,4.5749827456912575,0.9969964825039831,True
A3_l0.2_r0.0_k02,A3,deployed_n_union_k,4.093920180201531,4.140072301572506,0.988852339280779,True
A3_l0.2_r0.0_k04,A3,deployed_n_union_k,4.465297344326973,4.509033651275039,0.9903002926279562,True
A3_l0.2_r0.0_k08,A3,deployed_n_union_k,4.8677948951721195,4.963059132657506,0.9808053390179181,True
A3_l0.2_r0.0_k16,A3,deployed_n_union_k,5.26358773112297,5.3867361583267686,0.9771385819568243,True
