configuration_id,arm,pool,lambda,r,k,q11_fact_count,q11_domain_count,civil,art,monetary,marine,serialized_chars,selected_episode_count,facts_per_10k_chars,prior_answer_fraction,oracle_overlap,optimality_ratio,targeted_preserved,targeted_required,primary_gate,no_regression_gate,surrogate_gate
A3_l0.3_r0.0_k02,A3,full_eligible_store,0.3,0.0,2,7,3,3,0,1,3,31957,11,2.19,0.0,0,0.9935,16,16,True,True,False
A3_l0.3_r0.0_k04,A3,full_eligible_store,0.3,0.0,4,10,3,5,0,1,4,31462,13,3.178,0.231,3,0.9763,16,16,True,True,False
A3_l0.3_r0.0_k08,A3,full_eligible_store,0.3,0.0,8,11,4,5,1,1,4,31702,14,3.47,0.286,3,0.995,16,16,True,True,True
A3_l0.3_r0.0_k16,A3,full_eligible_store,0.3,0.0,16,7,3,3,0,1,3,31903,9,2.194,0.0,0,0.9764,16,16,True,True,False
A3_l0.3_r0.5_k02,A3,full_eligible_store,0.3,0.5,2,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9818,16,16,True,True,True
A3_l0.3_r0.5_k04,A3,full_eligible_store,0.3,0.5,4,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9836,16,16,True,True,True
A3_l0.3_r0.5_k08,A3,full_eligible_store,0.3,0.5,8,10,3,5,1,0,4,31834,15,3.141,0.267,3,0.9973,16,16,True,True,False
A3_l0.3_r0.5_k16,A3,full_eligible_store,0.3,0.5,16,10,3,5,1,0,4,31382,16,3.187,0.25,3,0.9903,16,16,True,True,False
A3_l0.3_r1.0_k02,A3,full_eligible_store,0.3,1.0,2,11,3,5,2,0,4,31862,17,3.452,0.294,4,0.9981,16,16,True,True,False
A3_l0.3_r1.0_k04,A3,full_eligible_store,0.3,1.0,4,11,3,5,2,0,4,31399,17,3.503,0.294,4,0.9929,16,16,True,True,False
A3_l0.3_r1.0_k08,A3,full_eligible_store,0.3,1.0,8,11,3,5,2,0,4,31888,17,3.45,0.294,4,0.9985,16,16,True,True,False
A3_l0.3_r1.0_k16,A3,full_eligible_store,0.3,1.0,16,11,3,5,2,0,4,31686,17,3.472,0.294,4,0.9951,16,16,True,True,False
A3_l0.4_r0.0_k02,A3,full_eligible_store,0.4,0.0,2,7,3,3,0,1,3,31957,11,2.19,0.0,0,0.9937,16,16,True,True,False
A3_l0.4_r0.0_k04,A3,full_eligible_store,0.4,0.0,4,10,3,5,0,1,4,31462,13,3.178,0.231,3,0.9778,16,16,True,True,False
A3_l0.4_r0.0_k08,A3,full_eligible_store,0.4,0.0,8,11,4,5,1,1,4,31702,14,3.47,0.286,3,0.9945,16,16,True,True,True
A3_l0.4_r0.0_k16,A3,full_eligible_store,0.4,0.0,16,8,4,3,1,1,3,31967,10,2.503,0.1,0,0.9964,16,16,True,True,True
A3_l0.4_r0.5_k02,A3,full_eligible_store,0.4,0.5,2,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9824,16,16,True,True,True
A3_l0.4_r0.5_k04,A3,full_eligible_store,0.4,0.5,4,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9845,16,16,True,True,True
A3_l0.4_r0.5_k08,A3,full_eligible_store,0.4,0.5,8,10,3,5,1,0,4,31834,15,3.141,0.267,3,0.9976,16,16,True,True,False
A3_l0.4_r0.5_k16,A3,full_eligible_store,0.4,0.5,16,10,3,5,1,0,4,31382,16,3.187,0.25,3,0.9889,16,16,True,True,False
A3_l0.4_r1.0_k02,A3,full_eligible_store,0.4,1.0,2,11,3,5,2,0,4,31862,17,3.452,0.294,4,0.9981,16,16,True,True,False
A3_l0.4_r1.0_k04,A3,full_eligible_store,0.4,1.0,4,11,3,5,2,0,4,31399,17,3.503,0.294,4,0.9934,16,16,True,True,False
A3_l0.4_r1.0_k08,A3,full_eligible_store,0.4,1.0,8,11,3,5,2,0,4,30740,16,3.578,0.312,4,0.9843,16,16,True,True,False
A3_l0.4_r1.0_k16,A3,full_eligible_store,0.4,1.0,16,10,3,5,1,0,4,31638,16,3.161,0.312,3,0.9942,16,16,True,True,False
A3_l0.5_r0.0_k02,A3,full_eligible_store,0.5,0.0,2,7,3,3,0,1,3,31957,11,2.19,0.0,0,0.994,16,16,True,True,False
A3_l0.5_r0.0_k04,A3,full_eligible_store,0.5,0.0,4,10,3,5,0,1,4,31462,13,3.178,0.231,3,0.9792,16,16,True,True,False
A3_l0.5_r0.0_k08,A3,full_eligible_store,0.5,0.0,8,7,3,3,0,1,3,31924,10,2.193,0.1,1,0.9932,16,16,True,True,False
A3_l0.5_r0.0_k16,A3,full_eligible_store,0.5,0.0,16,8,4,3,1,1,3,31967,10,2.503,0.1,0,0.9968,16,16,True,True,True
A3_l0.5_r0.5_k02,A3,full_eligible_store,0.5,0.5,2,11,4,5,1,1,4,31633,15,3.477,0.267,3,0.9932,16,16,True,True,True
A3_l0.5_r0.5_k04,A3,full_eligible_store,0.5,0.5,4,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9854,16,16,True,True,True
A3_l0.5_r0.5_k08,A3,full_eligible_store,0.5,0.5,8,10,3,5,1,0,4,31834,15,3.141,0.267,3,0.9978,16,16,True,True,False
A3_l0.5_r0.5_k16,A3,full_eligible_store,0.5,0.5,16,10,3,5,1,0,4,31382,16,3.187,0.25,3,0.9878,16,16,True,True,False
A3_l0.5_r1.0_k02,A3,full_eligible_store,0.5,1.0,2,11,3,5,2,0,4,31862,17,3.452,0.294,4,0.9982,16,16,True,True,False
A3_l0.5_r1.0_k04,A3,full_eligible_store,0.5,1.0,4,11,3,5,2,0,4,31399,17,3.503,0.294,4,0.9937,16,16,True,True,False
A3_l0.5_r1.0_k08,A3,full_eligible_store,0.5,1.0,8,11,3,5,2,0,4,30740,16,3.578,0.312,4,0.9858,16,16,True,True,False
A3_l0.5_r1.0_k16,A3,full_eligible_store,0.5,1.0,16,10,3,5,1,0,4,31638,16,3.161,0.312,3,0.9939,16,16,True,True,False
A3_l0.6_r0.0_k02,A3,full_eligible_store,0.6,0.0,2,7,3,3,0,1,3,31957,11,2.19,0.0,0,0.9942,16,16,True,True,False
A3_l0.6_r0.0_k04,A3,full_eligible_store,0.6,0.0,4,10,3,5,0,1,4,31462,13,3.178,0.231,3,0.9803,16,16,True,True,False
A3_l0.6_r0.0_k08,A3,full_eligible_store,0.6,0.0,8,7,3,3,0,1,3,31924,10,2.193,0.1,1,0.9939,16,16,True,True,False
A3_l0.6_r0.0_k16,A3,full_eligible_store,0.6,0.0,16,8,4,3,1,1,3,31967,10,2.503,0.1,0,0.9972,16,16,True,True,True
A3_l0.6_r0.5_k02,A3,full_eligible_store,0.6,0.5,2,11,4,5,1,1,4,31633,15,3.477,0.267,3,0.9935,16,16,True,True,True
A3_l0.6_r0.5_k04,A3,full_eligible_store,0.6,0.5,4,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9862,16,16,True,True,True
A3_l0.6_r0.5_k08,A3,full_eligible_store,0.6,0.5,8,10,3,5,1,0,4,31834,15,3.141,0.267,3,0.998,16,16,True,True,False
A3_l0.6_r0.5_k16,A3,full_eligible_store,0.6,0.5,16,10,3,5,1,0,4,31614,15,3.163,0.267,2,0.9815,16,16,True,True,False
A3_l0.6_r1.0_k02,A3,full_eligible_store,0.6,1.0,2,11,3,5,2,0,4,31862,17,3.452,0.294,4,0.9983,16,16,True,True,False
A3_l0.6_r1.0_k04,A3,full_eligible_store,0.6,1.0,4,11,3,5,2,0,4,31399,17,3.503,0.294,4,0.9941,16,16,True,True,False
A3_l0.6_r1.0_k08,A3,full_eligible_store,0.6,1.0,8,11,3,5,2,0,4,30740,16,3.578,0.312,4,0.987,16,16,True,True,False
A3_l0.6_r1.0_k16,A3,full_eligible_store,0.6,1.0,16,10,3,5,1,0,4,31638,16,3.161,0.312,3,0.9937,16,16,True,True,False
A3_l0.7_r0.0_k02,A3,full_eligible_store,0.7,0.0,2,7,3,3,0,1,3,31957,11,2.19,0.0,0,0.9944,16,16,True,True,False
A3_l0.7_r0.0_k04,A3,full_eligible_store,0.7,0.0,4,10,3,5,0,1,4,31462,13,3.178,0.231,3,0.9814,16,16,True,True,False
A3_l0.7_r0.0_k08,A3,full_eligible_store,0.7,0.0,8,7,3,3,0,1,3,31924,10,2.193,0.1,1,0.9944,16,16,True,True,False
A3_l0.7_r0.0_k16,A3,full_eligible_store,0.7,0.0,16,8,4,3,1,1,3,31967,10,2.503,0.1,0,0.9974,16,16,True,True,True
A3_l0.7_r0.5_k02,A3,full_eligible_store,0.7,0.5,2,11,4,5,1,1,4,31633,15,3.477,0.267,3,0.9937,16,16,True,True,True
A3_l0.7_r0.5_k04,A3,full_eligible_store,0.7,0.5,4,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9869,16,16,True,True,True
A3_l0.7_r0.5_k08,A3,full_eligible_store,0.7,0.5,8,10,3,5,1,0,4,31834,15,3.141,0.267,3,0.9982,16,16,True,True,False
A3_l0.7_r0.5_k16,A3,full_eligible_store,0.7,0.5,16,10,3,5,1,0,4,31614,15,3.163,0.267,2,0.9831,16,16,True,True,False
A3_l0.7_r1.0_k02,A3,full_eligible_store,0.7,1.0,2,11,3,5,2,0,4,31862,17,3.452,0.294,4,0.9983,16,16,True,True,False
A3_l0.7_r1.0_k04,A3,full_eligible_store,0.7,1.0,4,11,3,5,2,0,4,31399,17,3.503,0.294,4,0.9944,16,16,True,True,False
A3_l0.7_r1.0_k08,A3,full_eligible_store,0.7,1.0,8,11,3,5,2,0,4,30471,16,3.61,0.312,4,0.9855,16,16,True,True,False
A3_l0.7_r1.0_k16,A3,full_eligible_store,0.7,1.0,16,12,3,5,3,0,4,31227,16,3.843,0.312,3,0.9861,16,16,True,True,False
A3_l0.8_r0.0_k02,A3,full_eligible_store,0.8,0.0,2,7,3,3,0,1,3,31957,11,2.19,0.0,0,0.9946,16,16,True,True,False
A3_l0.8_r0.0_k04,A3,full_eligible_store,0.8,0.0,4,10,3,5,0,1,4,31462,13,3.178,0.231,3,0.9823,16,16,True,True,False
A3_l0.8_r0.0_k08,A3,full_eligible_store,0.8,0.0,8,7,3,3,0,1,3,31924,10,2.193,0.1,1,0.9949,16,16,True,True,False
A3_l0.8_r0.0_k16,A3,full_eligible_store,0.8,0.0,16,8,4,3,1,1,3,31967,10,2.503,0.1,0,0.9977,16,16,True,True,True
A3_l0.8_r0.5_k02,A3,full_eligible_store,0.8,0.5,2,11,4,5,1,1,4,31633,15,3.477,0.267,3,0.9939,16,16,True,True,True
A3_l0.8_r0.5_k04,A3,full_eligible_store,0.8,0.5,4,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9876,16,16,True,True,True
A3_l0.8_r0.5_k08,A3,full_eligible_store,0.8,0.5,8,10,3,5,1,0,4,31834,15,3.141,0.267,3,0.9983,16,16,True,True,False
A3_l0.8_r0.5_k16,A3,full_eligible_store,0.8,0.5,16,10,3,5,1,0,4,31638,16,3.161,0.312,3,0.9933,16,16,True,True,False
A3_l0.8_r1.0_k02,A3,full_eligible_store,0.8,1.0,2,11,3,5,2,0,4,31862,17,3.452,0.294,4,0.9984,16,16,True,True,False
A3_l0.8_r1.0_k04,A3,full_eligible_store,0.8,1.0,4,11,3,5,2,0,4,31399,17,3.503,0.294,4,0.9947,16,16,True,True,False
A3_l0.8_r1.0_k08,A3,full_eligible_store,0.8,1.0,8,11,3,5,2,0,4,30471,16,3.61,0.312,4,0.9865,16,16,True,True,False
A3_l0.8_r1.0_k16,A3,full_eligible_store,0.8,1.0,16,10,3,5,1,0,4,31012,16,3.225,0.312,3,0.9817,16,16,True,True,False
A3_l0.9_r0.0_k02,A3,full_eligible_store,0.9,0.0,2,7,3,3,0,1,3,31957,11,2.19,0.0,0,0.9948,16,16,True,True,False
A3_l0.9_r0.0_k04,A3,full_eligible_store,0.9,0.0,4,10,3,5,0,1,4,31462,13,3.178,0.231,3,0.9832,16,16,True,True,False
A3_l0.9_r0.0_k08,A3,full_eligible_store,0.9,0.0,8,7,3,3,0,1,3,31924,10,2.193,0.1,1,0.9953,16,16,True,True,False
A3_l0.9_r0.0_k16,A3,full_eligible_store,0.9,0.0,16,8,4,3,1,1,3,31967,10,2.503,0.1,0,0.9978,16,16,True,True,True
A3_l0.9_r0.5_k02,A3,full_eligible_store,0.9,0.5,2,11,4,5,1,1,4,31633,15,3.477,0.267,3,0.994,16,16,True,True,True
A3_l0.9_r0.5_k04,A3,full_eligible_store,0.9,0.5,4,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9881,16,16,True,True,True
A3_l0.9_r0.5_k08,A3,full_eligible_store,0.9,0.5,8,10,3,5,1,0,4,31834,15,3.141,0.267,3,0.9984,16,16,True,True,False
A3_l0.9_r0.5_k16,A3,full_eligible_store,0.9,0.5,16,10,3,5,1,0,4,31638,16,3.161,0.312,3,0.9931,16,16,True,True,False
A3_l0.9_r1.0_k02,A3,full_eligible_store,0.9,1.0,2,11,3,5,2,0,4,31944,17,3.444,0.294,4,0.9994,16,16,True,True,False
A3_l0.9_r1.0_k04,A3,full_eligible_store,0.9,1.0,4,11,3,5,2,0,4,31821,17,3.457,0.353,4,0.9985,16,16,True,True,False
A3_l0.9_r1.0_k08,A3,full_eligible_store,0.9,1.0,8,11,3,5,2,0,4,31290,16,3.516,0.375,4,0.9942,16,16,True,True,False
A3_l0.9_r1.0_k16,A3,full_eligible_store,0.9,1.0,16,11,3,5,2,0,4,31597,17,3.481,0.353,4,0.9922,16,16,True,True,False
A3_l1.0_r0.0_k02,A3,full_eligible_store,1.0,0.0,2,7,3,3,0,1,3,31957,11,2.19,0.0,0,0.9949,16,16,True,True,False
A3_l1.0_r0.0_k04,A3,full_eligible_store,1.0,0.0,4,10,3,5,0,1,4,31462,13,3.178,0.231,3,0.9839,16,16,True,True,False
A3_l1.0_r0.0_k08,A3,full_eligible_store,1.0,0.0,8,7,3,3,0,1,3,31924,10,2.193,0.1,1,0.9956,16,16,True,True,False
A3_l1.0_r0.0_k16,A3,full_eligible_store,1.0,0.0,16,8,4,3,1,1,3,31967,10,2.503,0.1,0,0.998,16,16,True,True,True
A3_l1.0_r0.5_k02,A3,full_eligible_store,1.0,0.5,2,11,4,5,1,1,4,31633,15,3.477,0.267,3,0.9942,16,16,True,True,True
A3_l1.0_r0.5_k04,A3,full_eligible_store,1.0,0.5,4,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9887,16,16,True,True,True
A3_l1.0_r0.5_k08,A3,full_eligible_store,1.0,0.5,8,10,3,5,1,0,4,31834,15,3.141,0.267,3,0.9985,16,16,True,True,False
A3_l1.0_r0.5_k16,A3,full_eligible_store,1.0,0.5,16,10,3,5,1,0,4,31638,16,3.161,0.312,3,0.9929,16,16,True,True,False
A3_l1.0_r1.0_k02,A3,full_eligible_store,1.0,1.0,2,11,3,5,2,0,4,31944,17,3.444,0.294,4,0.9994,16,16,True,True,False
A3_l1.0_r1.0_k04,A3,full_eligible_store,1.0,1.0,4,11,3,5,2,0,4,31821,17,3.457,0.353,4,0.9985,16,16,True,True,False
A3_l1.0_r1.0_k08,A3,full_eligible_store,1.0,1.0,8,11,3,5,2,0,4,31290,16,3.516,0.375,4,0.9945,15,16,True,False,False
A3_l1.0_r1.0_k16,A3,full_eligible_store,1.0,1.0,16,12,4,5,2,1,4,31088,17,3.86,0.353,4,0.982,14,16,True,False,True
A1_l0.0,A1,cosine_top_100,0.0,,,12,4,5,2,1,4,31768,10,3.777,0.2,2,,,16,True,False,True
A1_l0.1,A1,cosine_top_100,0.1,,,11,4,5,1,1,4,31827,11,3.456,0.273,2,,,16,True,False,True
A1_l0.2,A1,cosine_top_100,0.2,,,11,4,5,1,1,4,31725,11,3.467,0.182,1,,,16,True,False,True
A1_l0.3,A1,cosine_top_100,0.3,,,11,4,5,1,1,4,31883,11,3.45,0.273,2,,,16,True,False,True
A1_l0.4,A1,cosine_top_100,0.4,,,12,4,5,1,2,4,31800,11,3.774,0.273,2,,,16,True,False,True
A1_l0.5,A1,cosine_top_100,0.5,,,10,3,5,1,0,4,31921,14,3.133,0.214,2,,,16,True,False,False
A1_l0.6,A1,cosine_top_100,0.6,,,10,3,5,1,0,4,31944,13,3.13,0.231,2,,,16,True,False,False
A1_l0.7,A1,cosine_top_100,0.7,,,9,3,5,0,1,3,31954,10,2.817,0.0,0,,,16,True,False,False
A1_l0.8,A1,cosine_top_100,0.8,,,9,3,5,0,1,3,31950,11,2.817,0.0,0,,,16,True,False,False
A1_l0.9,A1,cosine_top_100,0.9,,,7,3,3,0,1,3,31957,11,2.19,0.0,0,,,16,True,False,False
A1_l1.0,A1,cosine_top_100,1.0,,,7,3,3,0,1,3,31957,11,2.19,0.0,0,,,16,True,False,False
A2_r0.0,A2,cosine_top_100,,0.0,,12,3,5,3,0,4,31859,12,3.767,0.167,1,0.9974,,16,True,False,False
A2_r0.5,A2,cosine_top_100,,0.5,,12,3,5,3,0,4,31512,14,3.808,0.286,3,0.9951,,16,True,False,False
A2_r1.0,A2,cosine_top_100,,1.0,,12,3,5,3,0,4,31795,16,3.774,0.312,4,0.9989,,16,True,False,False
A3_l0.0_r0.0_k02,A3,cosine_top_100,0.0,0.0,2,7,3,3,0,1,3,31957,11,2.19,0.0,0,0.9925,,16,True,False,False
A3_l0.0_r0.0_k04,A3,cosine_top_100,0.0,0.0,4,7,3,3,0,1,3,31957,11,2.19,0.0,0,0.9925,,16,True,False,False
A3_l0.0_r0.0_k08,A3,cosine_top_100,0.0,0.0,8,7,3,3,0,1,3,31957,11,2.19,0.0,0,0.9925,,16,True,False,False
A3_l0.0_r0.0_k16,A3,cosine_top_100,0.0,0.0,16,7,3,3,0,1,3,31957,11,2.19,0.0,0,0.9925,,16,True,False,False
A3_l0.0_r0.5_k02,A3,cosine_top_100,0.0,0.5,2,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9796,,16,True,False,True
A3_l0.0_r0.5_k04,A3,cosine_top_100,0.0,0.5,4,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9796,,16,True,False,True
A3_l0.0_r0.5_k08,A3,cosine_top_100,0.0,0.5,8,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9796,,16,True,False,True
A3_l0.0_r0.5_k16,A3,cosine_top_100,0.0,0.5,16,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9796,,16,True,False,True
A3_l0.0_r1.0_k02,A3,cosine_top_100,0.0,1.0,2,11,3,5,2,0,4,31399,17,3.503,0.294,4,0.9913,,16,True,False,False
A3_l0.0_r1.0_k04,A3,cosine_top_100,0.0,1.0,4,11,3,5,2,0,4,31399,17,3.503,0.294,4,0.9913,,16,True,False,False
A3_l0.0_r1.0_k08,A3,cosine_top_100,0.0,1.0,8,11,3,5,2,0,4,31399,17,3.503,0.294,4,0.9913,,16,True,False,False
A3_l0.0_r1.0_k16,A3,cosine_top_100,0.0,1.0,16,11,3,5,2,0,4,31399,17,3.503,0.294,4,0.9913,,16,True,False,False
A3_l0.1_r0.0_k02,A3,cosine_top_100,0.1,0.0,2,7,3,3,0,1,3,31957,11,2.19,0.0,0,0.9929,,16,True,False,False
A3_l0.1_r0.0_k04,A3,cosine_top_100,0.1,0.0,4,5,2,4,0,1,0,31744,12,1.575,0.083,1,0.9724,,16,False,False,False
A3_l0.1_r0.0_k08,A3,cosine_top_100,0.1,0.0,8,6,2,5,0,1,0,31840,11,1.884,0.0,0,0.9753,,16,False,False,False
A3_l0.1_r0.0_k16,A3,cosine_top_100,0.1,0.0,16,9,3,5,0,1,3,31950,11,2.817,0.0,0,0.9925,,16,True,False,False
A3_l0.1_r0.5_k02,A3,cosine_top_100,0.1,0.5,2,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9804,,16,True,False,True
A3_l0.1_r0.5_k04,A3,cosine_top_100,0.1,0.5,4,12,4,5,2,1,4,31413,16,3.82,0.312,4,0.9911,,16,True,False,True
A3_l0.1_r0.5_k08,A3,cosine_top_100,0.1,0.5,8,11,3,5,2,0,4,31774,16,3.462,0.312,4,0.9963,,16,True,False,False
A3_l0.1_r0.5_k16,A3,cosine_top_100,0.1,0.5,16,10,3,5,1,0,4,31320,15,3.193,0.267,3,0.9874,,16,True,False,False
A3_l0.1_r1.0_k02,A3,cosine_top_100,0.1,1.0,2,11,3,5,2,0,4,29693,16,3.705,0.312,4,0.9659,,16,True,False,False
A3_l0.1_r1.0_k04,A3,cosine_top_100,0.1,1.0,4,11,3,5,2,0,4,31399,17,3.503,0.294,4,0.9919,,16,True,False,False
A3_l0.1_r1.0_k08,A3,cosine_top_100,0.1,1.0,8,11,3,5,2,0,4,31399,17,3.503,0.294,4,0.9922,,16,True,False,False
A3_l0.1_r1.0_k16,A3,cosine_top_100,0.1,1.0,16,11,3,5,2,0,4,31762,17,3.463,0.294,4,0.9964,,16,True,False,False
A3_l0.2_r0.0_k02,A3,cosine_top_100,0.2,0.0,2,7,3,3,0,1,3,31957,11,2.19,0.0,0,0.9932,,16,True,False,False
A3_l0.2_r0.0_k04,A3,cosine_top_100,0.2,0.0,4,5,2,4,0,1,0,31744,12,1.575,0.083,1,0.9745,,16,False,False,False
A3_l0.2_r0.0_k08,A3,cosine_top_100,0.2,0.0,8,9,2,5,0,0,4,31900,13,2.821,0.154,2,0.9909,,16,True,False,False
A3_l0.2_r0.0_k16,A3,cosine_top_100,0.2,0.0,16,10,3,5,1,0,4,31367,15,3.188,0.267,3,0.9885,,16,True,False,False
A3_l0.2_r0.5_k02,A3,cosine_top_100,0.2,0.5,2,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9811,,16,True,False,True
A3_l0.2_r0.5_k04,A3,cosine_top_100,0.2,0.5,4,12,4,5,2,1,4,31413,16,3.82,0.312,4,0.9918,,16,True,False,True
A3_l0.2_r0.5_k08,A3,cosine_top_100,0.2,0.5,8,10,3,5,1,0,4,31924,16,3.132,0.25,3,0.9987,,16,True,False,False
A3_l0.2_r0.5_k16,A3,cosine_top_100,0.2,0.5,16,10,3,5,1,0,4,31566,16,3.168,0.25,3,0.9927,,16,True,False,False
A3_l0.2_r1.0_k02,A3,cosine_top_100,0.2,1.0,2,11,3,5,2,0,4,31862,17,3.452,0.294,4,0.998,,16,True,False,False
A3_l0.2_r1.0_k04,A3,cosine_top_100,0.2,1.0,4,11,3,5,2,0,4,31399,17,3.503,0.294,4,0.9925,,16,True,False,False
A3_l0.2_r1.0_k08,A3,cosine_top_100,0.2,1.0,8,11,3,5,2,0,4,31762,17,3.463,0.294,4,0.9969,,16,True,False,False
A3_l0.2_r1.0_k16,A3,cosine_top_100,0.2,1.0,16,11,3,5,2,0,4,31286,16,3.516,0.25,3,0.9886,,16,True,False,False
A3_l0.3_r0.0_k02,A3,cosine_top_100,0.3,0.0,2,7,3,3,0,1,3,31957,11,2.19,0.0,0,0.9935,,16,True,False,False
A3_l0.3_r0.0_k04,A3,cosine_top_100,0.3,0.0,4,5,2,4,0,1,0,31744,12,1.575,0.083,1,0.9762,,16,False,False,False
A3_l0.3_r0.0_k08,A3,cosine_top_100,0.3,0.0,8,8,2,5,0,0,3,31664,11,2.527,0.0,0,0.9608,,16,True,False,False
A3_l0.3_r0.0_k16,A3,cosine_top_100,0.3,0.0,16,10,3,5,1,0,4,31763,11,3.148,0.0,0,0.9735,,16,True,False,False
A3_l0.3_r0.5_k02,A3,cosine_top_100,0.3,0.5,2,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9818,,16,True,False,True
A3_l0.3_r0.5_k04,A3,cosine_top_100,0.3,0.5,4,12,4,5,2,1,4,31413,16,3.82,0.312,4,0.9923,,16,True,False,True
A3_l0.3_r0.5_k08,A3,cosine_top_100,0.3,0.5,8,10,3,5,1,0,4,31693,15,3.155,0.267,3,0.9952,,16,True,False,False
A3_l0.3_r0.5_k16,A3,cosine_top_100,0.3,0.5,16,10,3,5,1,0,4,31566,16,3.168,0.25,3,0.9921,,16,True,False,False
A3_l0.3_r1.0_k02,A3,cosine_top_100,0.3,1.0,2,11,3,5,2,0,4,31862,17,3.452,0.294,4,0.9981,,16,True,False,False
A3_l0.3_r1.0_k04,A3,cosine_top_100,0.3,1.0,4,11,3,5,2,0,4,31399,17,3.503,0.294,4,0.9929,,16,True,False,False
A3_l0.3_r1.0_k08,A3,cosine_top_100,0.3,1.0,8,11,3,5,2,0,4,31530,17,3.489,0.294,4,0.994,,16,True,False,False
A3_l0.3_r1.0_k16,A3,cosine_top_100,0.3,1.0,16,11,3,5,2,0,4,31286,16,3.516,0.25,3,0.9881,,16,True,False,False
A3_l0.4_r0.0_k02,A3,cosine_top_100,0.4,0.0,2,7,3,3,0,1,3,31957,11,2.19,0.0,0,0.9937,,16,True,False,False
A3_l0.4_r0.0_k04,A3,cosine_top_100,0.4,0.0,4,5,2,4,0,1,0,31744,12,1.575,0.083,1,0.9778,,16,False,False,False
A3_l0.4_r0.0_k08,A3,cosine_top_100,0.4,0.0,8,8,2,5,0,0,3,31664,11,2.527,0.0,0,0.9652,,16,True,False,False
A3_l0.4_r0.0_k16,A3,cosine_top_100,0.4,0.0,16,11,3,5,2,0,4,31996,11,3.438,0.091,0,0.9993,,16,True,False,False
A3_l0.4_r0.5_k02,A3,cosine_top_100,0.4,0.5,2,11,4,5,1,1,4,31069,15,3.541,0.267,3,0.9824,,16,True,False,True
A3_l0.4_r0.5_k04,A3,cosine_top_100,0.4,0.5,4,12,4,5,2,1,4,31413,16,3.82,0.312,4,0.9927,,16,True,False,True
A3_l0.4_r0.5_k08,A3,cosine_top_100,0.4,0.5,8,10,3,5,1,0,4,31693,15,3.155,0.267,3,0.9957,,16,True,False,False
A3_l0.4_r0.5_k16,A3,cosine_top_100,0.4,0.5,16,10,3,5,1,0,4,31077,16,3.218,0.25,3,0.9826,,16,True,False,False
A3_l0.4_r1.0_k02,A3,cosine_top_100,0.4,1.0,2,11,3,5,2,0,4,31862,17,3.452,0.294,4,0.9981,,16,True,False,False
A3_l0.4_r1.0_k04,A3,cosine_top_100,0.4,1.0,4,11,3,5,2,0,4,31399,17,3.503,0.294,4,0.9934,,16,True,False,False
A3_l0.4_r1.0_k08,A3,cosine_top_100,0.4,1.0,8,11,3,5,2,0,4,30805,16,3.571,0.312,4,0.9857,,16,True,False,False
A3_l0.4_r1.0_k16,A3,cosine_top_100,0.4,1.0,16,11,3,5,2,0,4,31286,16,3.516,0.25,3,0.9873,,16,True,False,False
A3_l0.5_r0.0_k02,A3,cosine_top_100,0.5,0.0,2,7,3,3,0,1,3,31957,11,2.19,0.0,0,0.994,,16,True,False,False
