configuration_id,arm,pool,civil,art,monetary,marine,q11_fact_count,q11_domain_count
A3_l0.4_r0.5_k04,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.4_r0.5_k08,A3,deployed_n_union_k,3,0,1,1,5,3
A3_l0.4_r0.5_k16,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.4_r1.0_k02,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.4_r1.0_k04,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.4_r1.0_k08,A3,deployed_n_union_k,5,0,1,1,7,3
A3_l0.4_r1.0_k16,A3,deployed_n_union_k,4,0,4,1,9,3
A3_l0.5_r0.0_k02,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.5_r0.0_k04,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.5_r0.0_k08,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.5_r0.0_k16,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.5_r0.5_k02,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.5_r0.5_k04,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.5_r0.5_k08,A3,deployed_n_union_k,3,0,1,1,5,3
A3_l0.5_r0.5_k16,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.5_r1.0_k02,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.5_r1.0_k04,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.5_r1.0_k08,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.5_r1.0_k16,A3,deployed_n_union_k,4,0,4,1,9,3
A3_l0.6_r0.0_k02,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.6_r0.0_k04,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.6_r0.0_k08,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.6_r0.0_k16,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.6_r0.5_k02,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.6_r0.5_k04,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.6_r0.5_k08,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.6_r0.5_k16,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.6_r1.0_k02,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.6_r1.0_k04,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.6_r1.0_k08,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.6_r1.0_k16,A3,deployed_n_union_k,4,0,4,1,9,3
A3_l0.7_r0.0_k02,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.7_r0.0_k04,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.7_r0.0_k08,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.7_r0.0_k16,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.7_r0.5_k02,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.7_r0.5_k04,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.7_r0.5_k08,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.7_r0.5_k16,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.7_r1.0_k02,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.7_r1.0_k04,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.7_r1.0_k08,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.7_r1.0_k16,A3,deployed_n_union_k,4,0,4,1,9,3
A3_l0.8_r0.0_k02,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.8_r0.0_k04,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.8_r0.0_k08,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.8_r0.0_k16,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.8_r0.5_k02,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.8_r0.5_k04,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.8_r0.5_k08,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.8_r0.5_k16,A3,deployed_n_union_k,4,0,4,1,9,3
A3_l0.8_r1.0_k02,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.8_r1.0_k04,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.8_r1.0_k08,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.8_r1.0_k16,A3,deployed_n_union_k,4,0,4,1,9,3
A3_l0.9_r0.0_k02,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.9_r0.0_k04,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.9_r0.0_k08,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.9_r0.0_k16,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l0.9_r0.5_k02,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.9_r0.5_k04,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.9_r0.5_k08,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.9_r0.5_k16,A3,deployed_n_union_k,4,0,4,1,9,3
A3_l0.9_r1.0_k02,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.9_r1.0_k04,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.9_r1.0_k08,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l0.9_r1.0_k16,A3,deployed_n_union_k,4,0,4,1,9,3
A3_l1.0_r0.0_k02,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l1.0_r0.0_k04,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l1.0_r0.0_k08,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l1.0_r0.0_k16,A3,deployed_n_union_k,4,0,1,0,5,2
A3_l1.0_r0.5_k02,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l1.0_r0.5_k04,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l1.0_r0.5_k08,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l1.0_r0.5_k16,A3,deployed_n_union_k,4,0,4,1,9,3
A3_l1.0_r1.0_k02,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l1.0_r1.0_k04,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l1.0_r1.0_k08,A3,deployed_n_union_k,4,0,1,1,6,3
A3_l1.0_r1.0_k16,A3,deployed_n_union_k,4,0,4,1,9,3
