turn,tokens_per_second,time_to_first_token,output_tokens,estimated_tokens
92,42.21580187700567,0.023687812514220783,879,8216
93,42.01221199596344,0.023802602921647657,753,8184
94,41.98477497049023,0.023818157908500604,765,7553
95,41.26777232985181,0.024231984028772774,695,7713
96,42.63121721499318,0.023456989157895902,950,8105
97,43.08934879451244,0.023207591388045137,987,8028
98,43.95869459329903,0.022748628212277213,1074,7774
99,41.73716089186564,0.023959463907735394,737,7541
100,41.422753772228944,0.024141321108169057,758,8123
101,42.14916986451401,0.023725259672122617,915,8250
102,41.781351767614346,0.023934122705314722,828,8220
103,43.08994618092962,0.023207269644782508,929,7750
104,43.389257232692685,0.02304717950429734,1049,7935
105,42.41433283651284,0.023576935746096164,898,8173
106,43.41750453558757,0.023032185075960332,1119,8118
107,43.19415638213164,0.023151279797043924,1084,8192
108,42.51783635274535,0.023519541109843674,883,8243
109,42.46297454014542,0.02354992816281813,909,8219
110,40.15104921133121,0.024905949399643218,583,7621
111,41.0794583141442,0.024343066852361265,718,8212
112,19.248146698209037,0.05195305375000316,80,8183
113,18.78177825047173,0.05324309480519415,77,8196
114,22.19301601184941,0.045059220408171424,98,8216
115,25.33803264414072,0.03946636323523896,136,8107
116,36.89325359601587,0.02710522663438908,413,8120
117,38.42351987263691,0.026025725995814986,477,8239
118,34.24460189623407,0.02920168273616203,307,8031
119,40.26332695322391,0.024836497022756074,571,7654
120,40.38898728462536,0.024759224413152446,639,8242
121,33.708171286990115,0.02966639725086351,291,8212
