turn,topic,survivor_span,collapsed_span
83,topic_2,249fedb1-fccf-415c-946e-7cd41c5fe1df:93:157,3d993f34-c333-4c3b-a37f-bebbf5943745:93:157
83,topic_2,249fedb1-fccf-415c-946e-7cd41c5fe1df:93:157,5402615a-f982-483a-9d6c-1212e0501719:93:157
83,topic_2,249fedb1-fccf-415c-946e-7cd41c5fe1df:93:157,48d54247-db43-4979-a059-7b6e93aaa318:93:157
83,topic_2,249fedb1-fccf-415c-946e-7cd41c5fe1df:93:157,70731cdd-9e6a-4b15-81cf-dc35e1a0843f:93:157
83,topic_2,249fedb1-fccf-415c-946e-7cd41c5fe1df:93:157,eb089db3-b2a5-4f27-adbf-700b10057721:93:157
83,topic_2,249fedb1-fccf-415c-946e-7cd41c5fe1df:93:157,2367a321-f2cb-4a44-a018-838bc4f7eb69:93:157
83,topic_2,249fedb1-fccf-415c-946e-7cd41c5fe1df:93:157,67182949-468c-4d6f-971c-d30fa5ae0a06:93:157
83,topic_2,f08965bf-889c-47b1-8bfc-6968efcba896:169:220,79d5f1b1-e6ef-459c-ab72-be3fe4fc68e1:169:220
83,topic_2,f08965bf-889c-47b1-8bfc-6968efcba896:169:220,07539a5f-f98a-4454-94c4-c030161ad513:169:220
83,topic_2,f08965bf-889c-47b1-8bfc-6968efcba896:169:220,4a932701-f9a8-4913-b73f-9bd516f48756:169:220
83,topic_2,f08965bf-889c-47b1-8bfc-6968efcba896:169:220,f0d191fc-2820-4508-8648-c19140fcae2b:169:220
83,topic_2,f08965bf-889c-47b1-8bfc-6968efcba896:169:220,a2ac0247-893a-4f38-9dba-06ec963acfee:169:220
83,topic_2,f08965bf-889c-47b1-8bfc-6968efcba896:169:220,12ba90b8-af65-4611-bfb8-4fbc328af547:169:220
83,topic_2,f08965bf-889c-47b1-8bfc-6968efcba896:169:220,abba8879-48fd-4791-bc96-a00e79daa674:169:220
83,topic_2,f08965bf-889c-47b1-8bfc-6968efcba896:169:220,3635c30d-a5f0-43e6-859f-e98e9a1f2b18:169:220
83,topic_2,f08965bf-889c-47b1-8bfc-6968efcba896:169:220,fd461154-e708-4b16-9dae-161e06fa0e57:169:220
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:93:148,baf5cda9-d8ae-4c39-a8cd-acf6c5f46a38:93:148
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:93:148,a7589bb8-5ba2-40ca-b608-e8d1719eb615:93:148
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:93:148,4c8cdaa4-b580-499e-8b92-33668813ab39:93:148
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:93:148,649e39f1-7346-4f2e-b8e4-a7237f53ef94:93:148
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:93:148,cc9db771-1f72-4bac-828e-4687bd63d1e3:93:148
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:93:148,d64927e1-2386-419a-b9dc-f9a8ec1b718a:93:148
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:93:148,21342aab-b909-4d23-9d5e-227dd683646a:93:148
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:93:148,cae8bb0b-5034-4627-afa0-cc6df132d5f2:93:148
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:93:148,275b28f0-296e-47eb-bc15-51a3cb4e5c52:93:148
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:163:376,baf5cda9-d8ae-4c39-a8cd-acf6c5f46a38:163:376
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:163:376,a7589bb8-5ba2-40ca-b608-e8d1719eb615:163:376
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:163:376,4c8cdaa4-b580-499e-8b92-33668813ab39:163:376
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:163:376,649e39f1-7346-4f2e-b8e4-a7237f53ef94:163:376
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:163:376,cc9db771-1f72-4bac-828e-4687bd63d1e3:163:376
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:163:376,d64927e1-2386-419a-b9dc-f9a8ec1b718a:163:376
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:163:376,21342aab-b909-4d23-9d5e-227dd683646a:163:376
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:163:376,cae8bb0b-5034-4627-afa0-cc6df132d5f2:163:376
83,topic_2,1d783bde-b82d-4556-834a-0dbb68f4b6ad:163:376,275b28f0-296e-47eb-bc15-51a3cb4e5c52:163:376
83,topic_2,ce12fb0e-cf08-45ce-af4a-d655dab83384:93:164,944ffda5-475b-44a3-9ffb-8d029a459d7b:93:164
83,topic_2,ce12fb0e-cf08-45ce-af4a-d655dab83384:93:164,8026d908-9795-4e57-8f12-3c5f0363b5df:93:164
83,topic_2,ce12fb0e-cf08-45ce-af4a-d655dab83384:93:164,ee45e614-5d14-41ab-b8c6-b2f1281357bb:93:164
83,topic_2,ce12fb0e-cf08-45ce-af4a-d655dab83384:93:164,c9da9bd0-90ee-4dc2-becc-41c84923eff6:93:164
83,topic_2,ce12fb0e-cf08-45ce-af4a-d655dab83384:93:164,e1b73131-bab7-49ea-a23b-cebebd433714:93:164
83,topic_2,ce12fb0e-cf08-45ce-af4a-d655dab83384:93:164,a500e771-2553-43b1-96ab-b5312c48c6da:93:164
83,topic_2,ce12fb0e-cf08-45ce-af4a-d655dab83384:93:164,c71ad1e6-61a0-4e7c-9bb3-bbdb5044b53b:93:164
83,topic_2,ce12fb0e-cf08-45ce-af4a-d655dab83384:93:164,add373f1-7c47-43c3-a5ba-fea00e252e88:93:164
83,topic_2,fd729fcd-4a3a-4266-ab19-4cfd994b32da:93:146,56053cca-2943-4917-9434-a300001f3e26:93:146
83,topic_2,fd729fcd-4a3a-4266-ab19-4cfd994b32da:93:146,83cdb3bc-161c-4f59-aa53-9be3af111ecc:93:146
83,topic_2,fd729fcd-4a3a-4266-ab19-4cfd994b32da:93:146,61361998-3cbc-4812-8d62-ae74a0118b09:93:146
83,topic_2,fd729fcd-4a3a-4266-ab19-4cfd994b32da:93:146,4bbb2bcb-30c9-48ca-b28e-c40d9e28f244:93:146
83,topic_2,fd729fcd-4a3a-4266-ab19-4cfd994b32da:93:146,6ea10a6e-2694-4483-be2d-a3f2f53e7622:93:146
83,topic_2,fd729fcd-4a3a-4266-ab19-4cfd994b32da:93:146,17bfe75f-3ac2-45be-9061-746ec5396794:93:146
83,topic_2,fd729fcd-4a3a-4266-ab19-4cfd994b32da:93:146,d799f627-91a5-4df5-9109-ddbf931654cd:93:146
83,topic_2,fd729fcd-4a3a-4266-ab19-4cfd994b32da:93:146,8426f652-eda6-49a6-a71c-16fae291fcfa:93:146
83,topic_2,fd729fcd-4a3a-4266-ab19-4cfd994b32da:93:146,155d267e-40e1-4035-92aa-5107e5134087:93:146
122,topic_2,40e09ffe-167b-4ae9-b56a-ad4230dc9049:186:314,3f87a65c-9111-4d39-a239-9ff4e217de12:186:314
122,topic_2,40e09ffe-167b-4ae9-b56a-ad4230dc9049:186:314,65afd9be-ce3f-434b-b0c5-1632dbb145fe:186:314
122,topic_2,40e09ffe-167b-4ae9-b56a-ad4230dc9049:186:314,6ecdb5bb-812f-4175-bf6d-a2ffc4783175:186:314
122,topic_2,40e09ffe-167b-4ae9-b56a-ad4230dc9049:186:314,9d64a6be-6d7a-4a0a-8d31-204f85ad39e5:186:314
122,topic_2,b075f555-fc68-4c49-9e8b-1ef142b37e3c:92:157,353f4204-a357-467a-bcfb-6abe5e9eaa2b:92:157
122,topic_2,b075f555-fc68-4c49-9e8b-1ef142b37e3c:92:157,fb88ce3f-44de-442f-b2a1-7f8a9a241352:92:157
122,topic_2,b075f555-fc68-4c49-9e8b-1ef142b37e3c:92:157,7c60762c-b658-42a9-b8a4-db680e830412:92:157
122,topic_2,b075f555-fc68-4c49-9e8b-1ef142b37e3c:92:157,8b6875f0-8f7c-4afe-a1ec-d04b36123c4f:92:157
122,topic_2,a002f3cc-29d7-42cf-92c8-4c2c96114528:175:244,078c15be-3a44-4d80-b84c-811729558419:175:244
122,topic_2,a002f3cc-29d7-42cf-92c8-4c2c96114528:175:244,c4c4df2e-14cf-4cd3-8cbb-8727a947891d:175:244
122,topic_2,a002f3cc-29d7-42cf-92c8-4c2c96114528:175:244,2326f57a-a40c-4e64-a87c-dc4c13d043fb:175:244
122,topic_2,a002f3cc-29d7-42cf-92c8-4c2c96114528:175:244,7f330727-6b56-4d85-bc3a-2e81cf2a8850:175:244
122,topic_2,f1692ae6-46bc-4704-ad9c-ecfdbcd537e3:92:146,5a5abb23-ae95-40f4-be81-430d4ce73c08:92:146
122,topic_2,f1692ae6-46bc-4704-ad9c-ecfdbcd537e3:92:146,0180d106-30b7-4d3d-8465-6a60f82fd63e:92:146
122,topic_2,f1692ae6-46bc-4704-ad9c-ecfdbcd537e3:92:146,5cd4f33d-26cb-48ac-aec0-4b3398ed187f:92:146
122,topic_2,f1692ae6-46bc-4704-ad9c-ecfdbcd537e3:92:146,52a0dbc6-2456-4182-94a1-50f398f40323:92:146
122,topic_2,69a201b8-97d8-4cb9-88e6-bc755c5ea385:92:160,14334c04-9537-49c5-9c99-2637a762658c:92:160
122,topic_2,69a201b8-97d8-4cb9-88e6-bc755c5ea385:92:160,f5b76fd6-8f69-4aac-a7ff-7788c7d893fc:92:160
122,topic_2,69a201b8-97d8-4cb9-88e6-bc755c5ea385:92:160,01dd4c62-d96f-42c5-9206-09dda5e9f456:92:160
122,topic_2,e9101f74-98a1-499c-8906-1e50ef554020:92:144,e567aaf5-c6c2-4e26-9d70-b6e5436225f6:92:144
122,topic_2,e9101f74-98a1-499c-8906-1e50ef554020:92:144,5ae85211-883c-4ded-89df-98953abf425d:92:144
122,topic_2,e9101f74-98a1-499c-8906-1e50ef554020:92:144,f442598b-6b83-4c30-92a7-bd8f83118a45:92:144
157,topic_2,3adcef2d-f318-4a61-bd66-3368a470ed55:92:144,4267455b-49e6-44d1-8c33-a971ff1e8adc:92:144
157,topic_2,3adcef2d-f318-4a61-bd66-3368a470ed55:92:144,4176845a-2238-493e-9915-660825c11d88:92:144
157,topic_2,3adcef2d-f318-4a61-bd66-3368a470ed55:92:144,bcc30525-23b0-4150-87ec-0351bfa84d59:92:144
157,topic_2,3adcef2d-f318-4a61-bd66-3368a470ed55:92:144,d4160fcb-1743-4528-b4f4-189d69827597:92:144
157,topic_2,6b06c819-28fd-4f4d-a913-9698250259c0:186:314,17281d16-c248-4e7c-b0f9-4109f5de1860:186:314
157,topic_2,6b06c819-28fd-4f4d-a913-9698250259c0:186:314,a2eed803-064a-44bd-a001-0042c62aa722:186:314
157,topic_2,6b06c819-28fd-4f4d-a913-9698250259c0:186:314,2f882f7e-0952-4f97-bcd1-d01036d23148:186:314
157,topic_2,6b06c819-28fd-4f4d-a913-9698250259c0:186:314,b029039a-f245-4a89-b09e-3ae05967d61f:186:314
157,topic_2,eb45ff0f-2502-4384-81b0-7100ed6dc174:92:157,fb4e68c5-b855-4cea-b425-1deb73edab21:92:157
157,topic_2,eb45ff0f-2502-4384-81b0-7100ed6dc174:92:157,bcd5224a-ad16-4e21-81f1-33dcf726b8a6:92:157
157,topic_2,eb45ff0f-2502-4384-81b0-7100ed6dc174:92:157,e325d7bc-ef79-4a6e-a0ce-9e3d95c66c7d:92:157
157,topic_2,6ac51209-4318-427d-be1e-204dd37f1340:175:244,c552d15b-1138-4731-9ba5-7b682251987f:175:244
157,topic_2,6ac51209-4318-427d-be1e-204dd37f1340:175:244,8ede960b-3bdb-4fa9-9da8-3c0d0d7cb081:175:244
157,topic_2,6ac51209-4318-427d-be1e-204dd37f1340:175:244,905faf6e-9c4b-4046-a46c-8dbb5a35e246:175:244
157,topic_2,8bfe443c-f2ce-4a69-be87-33a1311881c6:92:146,cd1066cf-62a4-4e58-b8d8-de5b627d0d14:92:146
157,topic_2,8bfe443c-f2ce-4a69-be87-33a1311881c6:92:146,6fe45f4f-e24c-4145-ad0c-3db7aa3a3987:92:146
157,topic_2,8bfe443c-f2ce-4a69-be87-33a1311881c6:92:146,723e260d-e334-4cc7-a740-4ccc327f7431:92:146
157,topic_2,c62d7d7b-278f-4762-8e6c-719d9a3b7ca8:92:160,eabc6384-4d67-4885-b67e-eae48a12061d:92:160
157,topic_2,c62d7d7b-278f-4762-8e6c-719d9a3b7ca8:92:160,45806973-64f1-4c5d-aa6e-811421f8ce5d:92:160
157,topic_2,c62d7d7b-278f-4762-8e6c-719d9a3b7ca8:92:160,826b4589-fd44-4bdc-ac6f-743b4f87001c:92:160
